0.000000000000000000e+00,2.145958881997937773e-02,1.375143275160410107e-02,1.619474843698848199e-02
1.000000000000000000e+00,9.985116400377730406e-02,7.321348158697348063e-02,8.233703523411783909e-02
2.000000000000000000e+00,2.090108822509691711e-01,1.752719515666002204e-01,1.880136297421781955e-01
3.000000000000000000e+00,2.591862713697747345e-01,2.484634919722231716e-01,2.539189526239750694e-01
4.000000000000000000e+00,2.108605517076052038e-01,2.309709142020465733e-01,2.246062234195308482e-01
5.000000000000000000e+00,1.175959373014431875e-01,1.471199304702170696e-01,1.359692087413202355e-01
6.000000000000000000e+00,4.552995843759863326e-02,6.502795713419777524e-02,5.704851554840184580e-02
7.000000000000000000e+00,1.208412095029834550e-02,1.969469464115597077e-02,1.638092706910848628e-02
8.000000000000000000e+00,2.104128336817403210e-03,3.911520442151177578e-03,3.080701986358827874e-03
9.000000000000000000e+00,2.170472390928167771e-04,4.600200725699481554e-04,3.426620018891871370e-04
1.000000000000000000e+01,1.007206244458008482e-05,2.432764006127376038e-05,1.711767593171917466e-05
