0.000000000000000000e+00,5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000021e-02,4.950246329020259850e+01,5.527143713786475225e-03,5.479601612587759601e-02,7.956276661199355260e+01,4.371804865433372433e-01
2.000000000000000042e-02,4.900988484975106729e+01,5.498782508139969140e-03,1.099255020205912869e-01,7.912527411980350678e+01,8.746325082597707912e-01
2.999999999999999889e-02,4.852222285886653452e+01,5.470409977211626584e-03,1.647714499247378284e-01,7.869242547325077908e+01,1.307469872035410985e+00
4.000000000000000083e-02,4.803940701835328753e+01,5.442005157387541994e-03,2.193331916301374251e-01,7.826413374315862370e+01,1.735736998222298544e+00
5.000000000000000278e-02,4.756139225760038869e+01,5.413596732634011303e-03,2.736107250273729363e-01,7.784035617639035820e+01,2.159482749022788362e+00
5.999999999999999778e-02,4.708813390552494837e+01,5.385186806477657365e-03,3.276041101294175362e-01,7.742105060491523716e+01,2.578755801629772026e+00
7.000000000000000666e-02,4.661958660528075882e+01,5.356776543605478065e-03,3.813134142854873732e-01,7.700617341932311888e+01,2.993604242578981278e+00
8.000000000000000167e-02,4.615570423565635139e+01,5.328366910012868191e-03,4.347386874490595243e-01,7.659567930059442631e+01,3.404075394282526368e+00
8.999999999999999667e-02,4.569644031018236063e+01,5.299959046642446769e-03,4.878799616355405377e-01,7.618952186342112043e+01,3.810215823396200019e+00
1.000000000000000056e-01,4.524174840525139984e+01,5.271554352111216396e-03,5.407372609436601474e-01,7.578765440816661680e+01,4.212071425485421017e+00
1.100000000000000006e-01,4.479155781951656934e+01,5.243133793661554527e-03,5.933089307277179536e-01,7.538998103282655450e+01,4.609675363943188664e+00
1.199999999999999956e-01,4.434586347579450205e+01,5.214747607385777570e-03,6.455976714100328806e-01,7.499653646585275624e+01,5.003091723589463413e+00
1.300000000000000044e-01,4.390460890393242011e+01,5.186365789746824433e-03,6.976028360908950177e-01,7.460725280107141089e+01,5.392359719617529912e+00
1.400000000000000133e-01,4.346772135470199316e+01,5.157992661366431371e-03,7.493222336568452491e-01,7.422202676432607404e+01,5.777507057822867331e+00
1.499999999999999944e-01,4.303520017334810888e+01,5.129617466531385950e-03,8.007594210374684440e-01,7.384090387880831940e+01,6.158601899741636743e+00
1.600000000000000033e-01,4.260698803529719214e+01,5.101272923290148774e-03,8.519134776675668652e-01,7.346381235655634612e+01,6.535679831892359459e+00
1.700000000000000122e-01,4.218301840033277017e+01,5.072922837421822533e-03,9.027823100804047707e-01,7.309065843954945763e+01,6.908767710580984378e+00
1.799999999999999933e-01,4.176328359712518079e+01,5.044616884699241847e-03,9.533694049362994027e-01,7.272147489357149652e+01,7.277931172096359091e+00
1.900000000000000022e-01,4.134772907682920362e+01,5.016323901338481765e-03,1.003673811571758945e+00,7.235619312365871281e+01,7.643203973291583964e+00
2.000000000000000111e-01,4.093629851655473573e+01,4.988037456369201830e-03,1.053694075085872983e+00,7.199473857379155106e+01,8.004615945393917187e+00
2.099999999999999922e-01,4.052897187229592646e+01,4.959791377873512715e-03,1.103432818611696176e+00,7.163711801081338137e+01,8.362224731927687671e+00
2.200000000000000011e-01,4.012568615943369821e+01,4.931550774729446217e-03,1.152887609100141431e+00,7.128323992430192391e+01,8.716052355680229624e+00
2.300000000000000100e-01,3.972642513559142685e+01,4.903356796983005840e-03,1.202061697943410890e+00,7.093312006047024454e+01,9.066159593232594460e+00
