1.000000000000000021e-02,4.901980099996229967e+00,4.999019801195688117e+00,9.900009880773637250e-02
2.000000000000000042e-02,4.807841599733504445e+00,4.996156838074345075e+00,1.960015620578095530e-01
2.999999999999999889e-02,4.717468096804230626e+00,4.991524086458682063e+00,2.910078125370228475e-01
4.000000000000000083e-02,4.630745580915013093e+00,4.985229987635130477e+00,3.840243850949875415e-01
5.000000000000000278e-02,4.547562422206946842e+00,4.977378532827687607e+00,4.750587564499663129e-01
6.000000000000000472e-02,4.467809351340906510e+00,4.968069275143473185e+00,5.641201242835290897e-01
6.999999999999999278e-02,4.391379429232829423e+00,4.957397247131170914e+00,6.512191137718587042e-01
8.000000000000000167e-02,4.318168004892670275e+00,4.945452782328456642e+00,7.363674034333932417e-01
8.999999999999999667e-02,4.248073434343113242e+00,4.932330353662195854e+00,8.195844026492128398e-01
9.999999999999999167e-02,4.180995545453241924e+00,4.918109933081636242e+00,9.008827121195182031e-01
1.100000000000000006e-01,4.116836782785330939e+00,4.902872021166809979e+00,9.802793867011735385e-01
1.199999999999999956e-01,4.055501868413197819e+00,4.886693618277978324e+00,1.057792703956926594e+00
1.300000000000000044e-01,3.996897784534959808e+00,4.869648335011438789e+00,1.133442071083577751e+00
1.400000000000000133e-01,3.940933749798750885e+00,4.851806505707761730e+00,1.207247935071828371e+00
1.500000000000000222e-01,3.887521195034835397e+00,4.833235296015281790e+00,1.279231699400415811e+00
1.600000000000000033e-01,3.836573737487509739e+00,4.813998809678449398e+00,1.349415642999620246e+00
1.700000000000000122e-01,3.788007154115579311e+00,4.794158192050650413e+00,1.417822843413856004e+00
1.800000000000000211e-01,3.741739353887800767e+00,4.773771731248030115e+00,1.484477103318058600e+00
1.900000000000000022e-01,3.697690349226760986e+00,4.752894956605839383e+00,1.549402880570873275e+00
2.000000000000000111e-01,3.655782226672330104e+00,4.731580734728138893e+00,1.612625221440802781e+00
2.100000000000000200e-01,3.615939116825120259e+00,4.709879362974718653e+00,1.674169697099328502e+00
2.200000000000000011e-01,3.578087163644458002e+00,4.687838660445939887e+00,1.734062343244116899e+00
2.300000000000000100e-01,3.542154493218343525e+00,4.665504056665900734e+00,1.792329602535926325e+00
2.400000000000000189e-01,3.508071182022072243e+00,4.642918677831211482e+00,1.848998269964711394e+00
2.500000000000000000e-01,3.475769224751867892e+00,4.620123430705140422e+00,1.904095440980979825e+00
2.600000000000000089e-01,3.445182501800056141e+00,4.597157084234118507e+00,1.957648462251642796e+00
2.700000000000000178e-01,3.416246746422114455e+00,4.574056348891271107e+00,2.009684884989125120e+00
2.800000000000000266e-01,3.388899511654774432e+00,4.550855953801790754e+00,2.060232420744060544e+00
2.900000000000000355e-01,3.363080137033152450e+00,4.527588721626868207e+00,2.109318899642031564e+00
2.999999999999999889e-01,3.338729715173784918e+00,4.504285641385056493e+00,2.156972230824538705e+00
3.099999999999999978e-01,3.315791058260225910e+00,4.480975939288004639e+00,2.203220364984461277e+00
3.200000000000000067e-01,3.294208664448058155e+00,4.457687147310497089e+00,2.248091259264755504e+00
3.300000000000000155e-01,3.273928684260841937e+00,4.434445169569891654e+00,2.291612844381791358e+00
3.400000000000000244e-01,3.254898887074739289e+00,4.411274347067169366e+00,2.333812993330243835e+00
3.500000000000000333e-01,3.237068627606650040e+00,4.388197520437503663e+00,2.374719492097724149e+00
3.600000000000000422e-01,3.220388812521170596e+00,4.365236090689586845e+00,2.414360012309295200e+00
3.699999999999999956e-01,3.204811867181620144e+00,4.342410078044943944e+00,2.452762085667258063e+00
3.800000000000000044e-01,3.190291702562439546e+00,4.319738179100263586e+00,2.489953079937313518e+00
3.900000000000000133e-01,3.176783682367549044e+00,4.297237822085901549e+00,2.525960176674234337e+00
4.000000000000000222e-01,3.164244590366766197e+00,4.274925220439413032e+00,2.560810350447272565e+00
4.100000000000000311e-01,3.152632597983818563e+00,4.252815424649028841e+00,2.594530349575741024e+00
4.200000000000000400e-01,3.141907232159046881e+00,4.230922372437564860e+00,2.627146678281782943e+00
4.299999999999999933e-01,3.132029343511695263e+00,4.209258937310609738e+00,2.658685580202715837e+00
4.400000000000000022e-01,3.122961074813258797e+00,4.187836975545249807e+00,2.689173023175191801e+00
4.500000000000000111e-01,3.114665829797031105e+00,4.166667371616648907e+00,2.718634685260100436e+00
4.600000000000000200e-01,3.107108242326716674e+00,4.145760082080440334e+00,2.747095941967881316e+00
4.700000000000000289e-01,3.100254145927890725e+00,4.125124178010069365e+00,2.774581854568757500e+00
4.800000000000000377e-01,3.094070543703362208e+00,4.104767885986431608e+00,2.801117159473386131e+00
4.899999999999999911e-01,3.088525578645064051e+00,4.084698627681057737e+00,2.826726258615714471e+00
5.000000000000000000e-01,3.083588504357078541e+00,4.064923058058363736e+00,2.851433210802360563e+00
5.100000000000000089e-01,3.079229656176544871e+00,4.045447102308203924e+00,2.875261723920444545e+00
5.200000000000000178e-01,3.075420422747793481e+00,4.026275991392757270e+00,2.898235148064088662e+00
5.300000000000000266e-01,3.072133218015156597e+00,4.007414296382664887e+00,2.920376469429805777e+00
5.400000000000000355e-01,3.069341453660927144e+00,3.988865961551503858e+00,2.941708305001001555e+00
5.500000000000000444e-01,3.067019511991161629e+00,3.970634336273714649e+00,2.962252897935027995e+00
5.600000000000000533e-01,3.065142719278780348e+00,3.952722205745431872e+00,2.982032113676797103e+00
5.700000000000000622e-01,3.063687389022025087e+00,3.935131828345130423e+00,3.001077821333856477e+00
5.800000000000000711e-01,3.062630838188833415e+00,3.917864934598394022e+00,3.019401265913780108e+00
5.899999999999999689e-01,3.061951032293147801e+00,3.900922804753589990e+00,3.037023201654271976e+00
5.999999999999999778e-01,3.061626826773856447e+00,3.884306256485229536e+00,3.053963955441920675e+00
6.099999999999999867e-01,3.061637880987985838e+00,3.868015686000414455e+00,3.070243471712608585e+00
