6.199999999999999956e-01,3.061964662737402865e+00,3.852051079451752180e+00,3.085881296511853833e+00
6.300000000000000044e-01,3.062588409531874056e+00,3.836412043655786253e+00,3.100896585513351678e+00
6.400000000000000133e-01,3.063491100985173077e+00,3.821097831836565373e+00,3.115308105879272205e+00
6.500000000000000222e-01,3.064655440337928471e+00,3.806107363005814204e+00,3.129134235357266203e+00
6.600000000000000311e-01,3.066064833986906546e+00,3.791439241972741403e+00,3.142392962741360929e+00
6.700000000000000400e-01,3.067703366707442925e+00,3.777091781797158987e+00,3.155101890196408299e+00
6.800000000000000488e-01,3.069555785990477847e+00,3.763063017785852615e+00,3.167278234924678415e+00
6.900000000000000577e-01,3.071607482383261978e+00,3.749350724971371118e+00,3.178938831346376226e+00
7.000000000000000666e-01,3.073844463417729322e+00,3.735952441029594340e+00,3.190100134253686548e+00
7.100000000000000755e-01,3.076253334959099472e+00,3.722865482061777254e+00,3.200778221680131708e+00
7.199999999999999734e-01,3.078821281394723552e+00,3.710086959121591033e+00,3.210988798184696513e+00
7.299999999999999822e-01,3.081536045338810315e+00,3.697613794881009941e+00,3.220747198481189510e+00
7.399999999999999911e-01,3.084385914282834928e+00,3.685442733577582342e+00,3.230068390840592052e+00
7.500000000000000000e-01,3.087359701474571061e+00,3.673570356261396164e+00,3.238966980965042541e+00
7.600000000000000089e-01,3.090446727645447922e+00,3.661993095040323443e+00,3.247457216015237957e+00
7.700000000000000178e-01,3.093636803921065770e+00,3.650707245830302483e+00,3.255552988949640181e+00
7.800000000000000266e-01,3.096920213903234576e+00,3.639708981594842463e+00,3.263267843202933172e+00
7.900000000000000355e-01,3.100287698390286284e+00,3.628994363168224435e+00,3.270614977142496382e+00
8.000000000000000444e-01,3.103730440473061680e+00,3.618559349379330214e+00,3.277607248848616983e+00
8.100000000000000533e-01,3.107240046811447609e+00,3.608399811332259510e+00,3.284257180557303091e+00
8.200000000000000622e-01,3.110808538471154794e+00,3.598511535687460849e+00,3.290576964542394123e+00
8.300000000000000711e-01,3.114428327226349769e+00,3.588890244972464671e+00,3.296578466502193994e+00
8.400000000000000799e-01,3.118092212910616556e+00,3.579531592802787099e+00,3.302273232987606999e+00
8.499999999999999778e-01,3.121793357109403200e+00,3.570431187558639863e+00,3.307672494032964927e+00
8.599999999999999867e-01,3.125525282201297106e+00,3.561584585375836998e+00,3.312787171123874774e+00
8.699999999999999956e-01,3.129281847267725070e+00,3.552987311252473912e+00,3.317627880180809896e+00
8.800000000000000044e-01,3.133057244471509684e+00,3.544634855292491782e+00,3.322204938937005636e+00
8.900000000000000133e-01,3.136845979213069402e+00,3.536522688752343768e+00,3.326528370735594820e+00
9.000000000000000222e-01,3.140642863771404780e+00,3.528646264387910403e+00,3.330607910541695471e+00
9.100000000000000311e-01,3.144443000552155087e+00,3.521001027838203346e+00,3.334453010310650889e+00
9.200000000000000400e-01,3.148241775810795673e+00,3.513582418005078090e+00,3.338072844885135115e+00
9.300000000000000488e-01,3.152034843239257533e+00,3.506385878655966515e+00,3.341476316805784830e+00
9.400000000000000577e-01,3.155818119441593517e+00,3.499406856512794040e+00,3.344672062746621322e+00
9.500000000000000666e-01,3.159587767203469344e+00,3.492640813435459179e+00,3.347668458062082131e+00
9.600000000000000755e-01,3.163340191322929318e+00,3.486083225143775000e+00,3.350473622234304560e+00
9.699999999999999734e-01,3.167072023562686134e+00,3.479729590263086259e+00,3.353095424875237818e+00
9.799999999999999822e-01,3.170780118182398688e+00,3.473575429701687423e+00,3.355541490816924988e+00
9.899999999999999911e-01,3.174461537996823068e+00,3.467616295198252541e+00,3.357819205505934601e+00
