0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,9.174878955746606205e-06,4.863441194980998013e-07
2.000000000000000042e-02,5.564845411749008518e-06,5.962610592390534470e-07
2.999999999999999889e-02,3.375249359135786054e-06,5.462217408937616793e-07
4.000000000000000083e-02,2.047192267419770544e-06,4.443733765224005480e-07
5.000000000000000278e-02,1.241684883330938542e-06,3.387976775587419289e-07
5.999999999999999778e-02,7.531199492484791105e-07,2.479287926388187850e-07
7.000000000000000666e-02,4.567903204955311078e-07,1.763748187153285000e-07
8.000000000000000167e-02,2.770573337875775152e-07,1.229040436731833230e-07
8.999999999999999667e-02,1.680437663689527195e-07,8.430256110124274420e-08
1.000000000000000056e-01,1.019236915352658057e-07,5.710978435519549473e-08
1.100000000000000006e-01,6.181984459178987552e-08,3.830092774850890697e-08
1.199999999999999956e-01,3.749563164697132080e-08,2.547418202519925875e-08
1.300000000000000044e-01,2.274224566457603658e-08,1.682529611820064713e-08
1.400000000000000133e-01,1.379387195936784097e-08,1.104706772465034423e-08
1.499999999999999944e-01,8.366403822825716425e-09,7.216221184206974017e-09
1.600000000000000033e-01,5.074479967368826263e-09,4.692874382055048567e-09
1.700000000000000122e-01,3.077828468144811232e-09,3.039971462771820699e-09
1.799999999999999933e-01,1.866796746739175447e-09,1.962439523993647881e-09
1.900000000000000022e-01,1.132269481091308915e-09,1.262939711213681927e-09
2.000000000000000111e-01,6.867559163235272527e-10,8.105248789399020086e-10
2.099999999999999922e-01,4.165384382969568900e-10,5.188782064073846753e-10
2.200000000000000011e-01,2.526434693336043437e-10,3.314219746249258990e-10
2.300000000000000100e-01,1.532361232296966534e-10,2.112524558431395594e-10
2.399999999999999911e-01,9.294225689957285013e-11,1.344010637762236976e-10
2.500000000000000000e-01,5.637236863365359648e-11,8.535962554434282305e-11
2.600000000000000089e-01,3.419151117634859950e-11,5.412640956690181531e-11
2.700000000000000178e-01,2.073823003619073525e-11,3.427101177328634835e-11
2.800000000000000266e-01,1.257833957741711914e-11,2.166957937736109808e-11
2.899999999999999800e-01,7.629163813785849392e-12,1.368435039447787529e-11
2.999999999999999889e-01,4.627308460172287423e-12,8.631434761355512450e-12
3.099999999999999978e-01,2.806610068810806795e-12,5.438305756823070821e-12
3.200000000000000067e-01,1.702290116497387745e-12,3.422897834763744543e-12
3.300000000000000155e-01,1.032493844687599504e-12,2.152309542835342295e-12
3.400000000000000244e-01,6.262400171163058462e-13,1.352133738532186252e-12
3.500000000000000333e-01,3.798325763495057695e-13,8.487127363341245609e-13
3.599999999999999867e-01,2.303804786068275543e-13,5.322944201278207442e-13
3.699999999999999956e-01,1.397325721529889251e-13,3.335878410966826905e-13
3.800000000000000044e-01,8.475196349645907011e-14,2.089077817195880174e-13
3.900000000000000133e-01,5.140473696979286851e-14,1.307382093705088269e-13
4.000000000000000222e-01,3.117842779561087739e-14,8.176483886308925485e-14
4.100000000000000311e-01,1.891075985825202670e-14,5.110519700662123417e-14
4.199999999999999845e-01,1.147005161424302011e-14,3.192346707622429573e-14
4.299999999999999933e-01,6.956871942699554814e-15,1.992995813624941256e-14
4.400000000000000022e-01,4.219540532804190516e-15,1.243578163008340390e-14
4.500000000000000111e-01,2.559289143133561780e-15,7.755703181952339631e-15
4.600000000000000200e-01,1.552279974584452585e-15,4.834544869408746951e-15
4.700000000000000289e-01,9.415078436521380405e-16,3.012245990118162213e-15
4.799999999999999822e-01,5.710566130987929292e-16,1.876002289568764548e-15
4.899999999999999911e-01,3.463607619647529281e-16,1.167849395899712572e-15
