0.000000000000000000e+00,-9.680154094457498166e-17,9.958053035655773932e-01,8.601519563961018688e-02,1.581051297102600260e-08,6.858029924538053668e-10
1.170568561872909752e-01,1.445804254575391926e-13,6.990079225092684645e-01,1.033635555310158383e-01,3.625804658900030222e-08,4.614374193428805409e-09
2.341137123745819504e-01,1.999446716901432076e-13,4.645950318184941530e-01,1.204605936663219468e-01,5.268180279117627732e-08,7.173419878699175057e-09
3.511705685618728978e-01,1.895235752884928985e-13,2.851906823402592384e-01,1.371813805075340065e-01,6.704698269975091694e-08,8.764412990432374972e-09
4.682274247491639008e-01,1.368447743842137439e-13,1.534189249215680839e-01,1.534009865166575115e-01,8.131878743692128292e-08,9.788826470795867472e-09
5.852842809364549037e-01,6.543590710893127340e-14,6.190381040942553176e-02,1.689944821556979837e-01,9.746241812488443047e-08,1.064813326195711487e-08
7.023411371237457956e-01,-1.175425670263024608e-15,3.269392274895574491e-03,1.838369378866608617e-01,1.174430758858373354e-07,1.174380630608357122e-08
8.193979933110367986e-01,-4.440465171808286046e-14,-2.951220237911612865e-02,1.978034241715517783e-01,1.432259618419770397e-07,1.347731854534269884e-08
9.364548494983278015e-01,-6.428839819613027861e-14,-4.215759600263749296e-02,2.107690114723760610e-01,1.767762771155006118e-07,1.625014292190196003e-08
1.053511705685618693e+00,-6.524742741797665279e-14,-4.007469305951881500e-02,2.226097532994799066e-01,2.200802320587043766e-07,2.047641767031103197e-08
1.170568561872909807e+00,-5.170250169719321790e-14,-2.867139801361032539e-02,2.332296074799588004e-01,2.757203944838360024e-07,2.692979165729836098e-08
1.287625418060200699e+00,-2.807438334735135083e-14,-1.335561532876230854e-02,2.425637388256789706e-01,3.469462726746656560e-07,3.678597494048004494e-08
1.404682274247491591e+00,1.216150139316059789e-15,4.648233399717795200e-04,2.505489583224731476e-01,4.370425561428082813e-07,5.124188637641009937e-08
1.521739130434782705e+00,3.148160183015874947e-14,8.661482515666249146e-03,2.571220769561740616e-01,5.492939343998788485e-07,7.149444482164259276e-08
1.638795986622073597e+00,5.708803971010280504e-14,1.164577363095581353e-02,2.622199057126146648e-01,6.869850969574920633e-07,9.874056913273147447e-08
1.755852842809364711e+00,7.219170194707359510e-14,1.083561692603475859e-02,2.657792555776277710e-01,8.534007333272631078e-07,1.341771781662308593e-07
1.872909698996655603e+00,7.094882670899689216e-14,7.648932641097414518e-03,2.677369375370460824e-01,1.051825533020806529e-06,1.790011907786946238e-07
