0.000000000000000000e+00,5.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
1.000000000000000021e-02,3.429886736847844730e+01,4.402083241691502558e+00,1.559790011208131766e+01,8.914698170657546494e-02,9.985947754720713831e+00,1.404392216569233000e-02
2.000000000000000042e-02,3.147248856048848253e+01,1.747804677160759823e+00,1.825216193338625814e+01,2.044952821944163723e-01,9.929212554975075378e+00,7.077075029843975240e-02
2.999999999999999889e-02,3.066597304814766289e+01,1.126480366706361425e+00,1.887348061204283667e+01,2.966885878133065924e-01,9.836220290505389485e+00,1.637601988692075350e-01
4.000000000000000083e-02,3.032536978521517312e+01,9.733592035223556094e-01,1.902658877183804620e+01,3.670349726247104094e-01,9.719097578957097028e+00,2.808764087230902762e-01
5.000000000000000278e-02,3.010271518453718542e+01,9.377503267932990605e-01,1.906218322221154438e+01,4.221674808235650889e-01,9.587198789562588530e+00,4.127679849398478429e-01
5.999999999999999778e-02,2.991152140906074308e+01,9.324048114484448924e-01,1.906751696410099228e+01,4.675842863433746222e-01,9.446779108406326841e+00,5.531817793683667661e-01
7.000000000000000666e-02,2.972964866694517028e+01,9.349521313110319420e-01,1.906496141055527360e+01,5.070459070720655381e-01,9.301828900839831604e+00,6.981278700933229997e-01
8.000000000000000167e-02,2.955135014300608987e+01,9.395835370128987618e-01,1.906031255039030015e+01,5.429764006198676274e-01,9.154846919209845169e+00,8.451011244917598919e-01
8.999999999999999667e-02,2.937514922347182633e+01,9.447791079167570105e-01,1.905510941920828927e+01,5.769136993138382907e-01,9.007395287743932499e+00,9.925489758185681577e-01
1.000000000000000056e-01,2.920063037175799892e+01,9.501366584288671868e-01,1.904973846376487501e+01,6.098217374875919417e-01,8.860440328622948059e+00,1.139497232473904109e+00
1.100000000000000006e-01,2.902768201461811159e+01,9.555493730274856601e-01,1.904430885017863773e+01,6.423110316292001132e-01,8.714585450013728973e+00,1.285343661589305908e+00
1.199999999999999956e-01,2.885626410728841762e+01,9.609885969047180510e-01,1.903885039694620573e+01,6.747693712283657774e-01,8.570205887761099817e+00,1.429713609164350308e+00
1.300000000000000044e-01,2.868636850616039879e+01,9.664474534064017019e-01,1.903338568108603113e+01,7.074487016297922315e-01,8.427536619891348835e+00,1.572379947354836771e+00
1.400000000000000133e-01,2.851795961570685378e+01,9.719230569405896691e-01,1.902790148355244426e+01,7.405076328338774383e-01,8.286719651107006257e+00,1.713192619139527917e+00
1.499999999999999944e-01,2.835102010245977766e+01,9.774149481003743256e-01,1.902240042402205589e+01,7.740537260734506875e-01,8.147843508310428362e+00,1.852064177750778917e+00
1.600000000000000033e-01,2.818553105239328715e+01,9.829231100152481249e-01,1.901688324157247933e+01,8.081596665873569396e-01,8.010961257377628542e+00,1.988941918416242460e+00
1.700000000000000122e-01,2.802147290132718638e+01,9.884476706270035606e-01,1.901135013888923098e+01,8.428761296528265445e-01,7.876103550836788258e+00,2.123795353921315687e+00
1.799999999999999933e-01,2.785882590999046471e+01,9.939887992516961424e-01,1.900580129140466212e+01,8.782396558472936876e-01,7.743286675929763163e+00,2.256608369398426905e+00
1.900000000000000022e-01,2.769756996851727493e+01,9.995467062435130501e-01,1.900023650063287306e+01,9.142776000720155283e-01,7.612517655469393851e+00,2.387373947968833399e+00
2.000000000000000111e-01,2.753768502760189207e+01,1.005121601470488901e+00,1.899465568415659433e+01,9.510113163516427104e-01,7.483797456856057906e+00,2.516091185957462617e+00
2.099999999999999922e-01,2.737914102601622801e+01,1.010712936703430875e+00,1.898904719103186167e+01,9.884542846991967169e-01,7.357122246276748712e+00,2.642757817590897673e+00
2.200000000000000011e-01,2.722193303145094490e+01,1.016322047758960956e+00,1.898342816154954349e+01,1.026626496330618865e+00,7.232487270714073269e+00,2.767387833940163855e+00
2.300000000000000100e-01,2.706603709461254681e+01,1.021948983512310116e+00,1.897779360537187898e+01,1.065539010760708116e+00,7.109884532976742832e+00,2.889986761465405785e+00
2.399999999999999911e-01,2.691143286464675910e+01,1.027593987786875163e+00,1.897214269290678246e+01,1.105202576613674381e+00,6.989304772779922459e+00,3.010563567566916898e+00
2.500000000000000000e-01,2.675809150564954209e+01,1.033256533655774190e+00,1.896646385801165735e+01,1.145622494627297705e+00,6.870737074953567003e+00,3.129123120880128894e+00
2.600000000000000089e-01,2.660600685773639640e+01,1.038938060053451018e+00,1.896077360762777531e+01,1.186813875486828262e+00,6.754171005488553092e+00,3.245684828352063178e+00
2.700000000000000178e-01,2.645515572511435920e+01,1.044638623245226716e+00,1.895506688142117468e+01,1.228782706618142706e+00,6.639594303820886445e+00,3.360258448512323248e+00
2.800000000000000266e-01,2.630550972968699242e+01,1.050357677574741411e+00,1.894933145126631047e+01,1.271530734793897333e+00,6.526993658065076254e+00,3.472850906355470446e+00
2.899999999999999800e-01,2.615706251706688334e+01,1.056096789465969188e+00,1.894358397914472292e+01,1.315071325545914993e+00,6.416356284536200327e+00,3.583484099769164377e+00
2.999999999999999889e-01,2.600979134921264446e+01,1.061856007345427955e+00,1.893781912581068383e+01,1.359407648687799508e+00,6.307667857398935318e+00,3.692169709179157433e+00
3.099999999999999978e-01,2.586366950774683460e+01,1.067634863321977656e+00,1.893202551078181273e+01,1.404538864958537747e+00,6.200913135279656707e+00,3.798917051772270348e+00
3.200000000000000067e-01,2.571868921958218834e+01,1.073434918537513605e+00,1.892621816867310969e+01,1.450475970846298202e+00,6.096077184680257943e+00,3.903749358925084678e+00
3.300000000000000155e-01,2.557482031323851146e+01,1.079255282050193498e+00,1.892037981619869669e+01,1.497213368907584385e+00,5.993143301847037030e+00,4.006674247277373979e+00
3.400000000000000244e-01,2.543205750406942300e+01,1.085097759429044961e+00,1.891452925528249551e+01,1.544762556938735543e+00,5.892095286867602866e+00,4.107718220488134619e+00
3.500000000000000333e-01,2.529036948688363751e+01,1.090961326631591177e+00,1.890864615236664292e+01,1.593114451918392627e+00,5.792915133172197528e+00,4.206888606326893765e+00
3.599999999999999867e-01,2.514975176424445280e+01,1.096848076411339745e+00,1.890275043005703637e+01,1.642280220537728930e+00,5.695585401902514278e+00,4.304213851331690321e+00
3.699999999999999956e-01,2.501018219956397104e+01,1.102757975321579931e+00,1.889683495370511324e+01,1.692255959061574666e+00,5.600087254277266169e+00,4.399709210236053991e+00
3.800000000000000044e-01,2.487163638209154115e+01,1.108690556815435047e+00,1.889088817403859721e+01,1.743033935647216426e+00,5.506401030069240754e+00,4.493388335357762386e+00
3.900000000000000133e-01,2.473410618903327673e+01,1.114647580375476288e+00,1.888492462647336367e+01,1.794620797901702591e+00,5.414507199710693719e+00,4.585278903713748910e+00
4.000000000000000222e-01,2.459756521201965640e+01,1.120628205372748543e+00,1.887892822157569839e+01,1.847004270497090594e+00,5.324384850195508889e+00,4.675393363278719683e+00
4.100000000000000311e-01,2.446200648260272459e+01,1.126634320730628858e+00,1.887291544181196556e+01,1.900190916692304999e+00,5.236013316021831621e+00,4.763761565249463814e+00
4.199999999999999845e-01,2.432740375928450760e+01,1.132665061630724779e+00,1.886686882392012166e+01,1.954165801310904227e+00,5.149370613413868369e+00,4.850396329361561065e+00
4.299999999999999933e-01,2.419375007988049475e+01,1.138722484151937886e+00,1.886080454966925757e+01,2.008934468757952896e+00,5.064435030665379145e+00,4.935328486245166069e+00
4.400000000000000022e-01,2.406102001861991724e+01,1.144805606497434791e+00,1.885470521449854076e+01,2.064480000561761841e+00,4.981183591688200352e+00,5.018571818809802743e+00
4.500000000000000111e-01,2.392920699152347197e+01,1.150916507715739945e+00,1.884858770558608754e+01,2.120807361556225068e+00,4.899593632062168247e+00,5.100158474588730506e+00
4.600000000000000200e-01,2.379828646236699186e+01,1.157054259153138975e+00,1.884243439288693622e+01,2.177897805152765542e+00,4.819641356326482828e+00,5.180102969693559878e+00
4.700000000000000289e-01,2.366825151352199441e+01,1.163221034318816072e+00,1.883626114629006310e+01,2.235754986403084121e+00,4.741303284997398393e+00,5.258437805307024426e+00
4.799999999999999822e-01,2.353907883258115774e+01,1.169415855138184135e+00,1.883005112043407436e+01,2.294358910901402648e+00,4.664554912772218564e+00,5.335178575013901359e+00
4.899999999999999911e-01,2.341076149939762274e+01,1.175640865413203562e+00,1.882382007072846619e+01,2.353712382568122319e+00,4.589372080410910826e+00,5.410358387659946366e+00
