0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000056e-01,2.005191458716200970e+00,1.000094653407652689e+00,4.124479304175635540e-03,9.995449850441157080e-01,1.998498823507964817e+00,1.001276639614275163e-07,2.993361969005858825e+00,4.993111673738907186e+00,2.001444463756133548e-03,5.978034582619473625e+00,1.000009731657495626e+00,9.973483525468426203e-01,9.981690026265723770e-01,9.506500433846536424e-01,9.991661808273890610e-01,9.999302830718944657e-01,9.999998623523916885e-01,2.852202069240056606e-02,2.498861782958643490e-07,1.013143055226727540e+00,1.001479247807605555e+00,1.297012669309926736e+01,9.993336024417053265e-01,1.998000765522095268e+00,9.981542647644746635e-01
2.000000000000000111e-01,2.010356789864910176e+00,1.000189047230603201e+00,8.006297365229684063e-03,9.990902894745991025e-01,1.996995992078533178e+00,4.009990573511265213e-07,2.986748709984889949e+00,4.986248267113817967e+00,3.996130035933753884e-03,5.957027579138351570e+00,1.000019305328101238e+00,9.948875520253279703e-01,9.963749271687661890e-01,9.037330472197956377e-01,9.983299862429868554e-01,9.998806956734022089e-01,9.999998370996829866e-01,5.563612676069750601e-02,9.986661961856069947e-07,1.025630166473408433e+00,1.002952577331292616e+00,1.294166337854056081e+01,9.987804039303191939e-01,1.996003729124929293e+00,9.963173329360615060e-01
3.000000000000000444e-01,2.015495447723118616e+00,1.000283012352640055e+00,1.165763480687890402e-02,9.986356864534000621e-01,1.995491092833274305e+00,9.024132462452604159e-07,2.980159549615314596e+00,4.979408636103009655e+00,5.984375321199985123e-03,5.936930366040478191e+00,1.000028480342010084e+00,9.926083200943744966e-01,9.946155564644059144e-01,8.591299437125000660e-01,9.974910663100610142e-01,9.998498060962289768e-01,9.999996821971707250e-01,8.141127407754261691e-02,2.243114916305880186e-06,1.037493500187900430e+00,1.004419940448394222e+00,1.291453773222238155e+01,9.983341458876882069e-01,1.994008469180680976e+00,9.944889661148879068e-01
4.000000000000000222e-01,2.020606869136044814e+00,1.000376372574708794e+00,1.509008438160301668e-02,9.981809489658957091e-01,1.993983717384780974e+00,1.604058107127893710e-06,2.973593830915422842e+00,4.972591650956237785e+00,7.966458433650040402e-03,5.917696647459731452e+00,1.000037013486319459e+00,9.905017978671736278e-01,9.928887813858161548e-01,8.167274296359909869e-01,9.966490800271525785e-01,9.998362384014689574e-01,9.999991530242536841e-01,1.059130291435828181e-01,3.979864183721314614e-06,1.048763622287459230e+00,1.005881269384682364e+00,1.288868083078557270e+01,9.979889094871053912e-01,1.992014570194919676e+00,9.926689322581128128e-01
5.000000000000000000e-01,2.025693340556618427e+00,1.000470089512612848e+00,1.831480814863020029e-02,9.977269012661929004e-01,1.992475427264911447e+00,2.507940332683707137e-06,2.967053440606676418e+00,4.965800903740286820e+00,9.942952902531837153e-03,5.899288265038404866e+00,1.000045788210234710e+00,9.885606870571956861e-01,9.911934771603901906e-01,7.764182426457774122e-01,9.958047219228717273e-01,9.998398335699830719e-01,9.999991317711141026e-01,1.292044731939725188e-01,6.210105778385718949e-06,1.059471005143701738e+00,1.007337795675763426e+00,1.286404065587462497e+01,9.977397031036104869e-01,1.990023525513439973e+00,9.908578543513595349e-01
6.000000000000000888e-01,2.030753513758247752e+00,1.000563658174452808e+00,2.134233708607117391e-02,9.972730203541295690e-01,1.990965261627684058e+00,3.613018092114455277e-06,2.960536997756112232e+00,4.959033928168016914e+00,1.191399096688115604e-02,5.881661304696228498e+00,1.000054244094799705e+00,9.867765379351826072e-01,9.895274700908543997e-01,7.380989459990925372e-01,9.949573783619201084e-01,9.998589959695571849e-01,9.999990564558015604e-01,1.513450935642547401e-01,8.929109056364272883e-06,1.069643037198930502e+00,1.008789062147579463e+00,1.284055037602912108e+01,9.975810191399593352e-01,1.988034382985068849e+00,9.890552584658028890e-01
7.000000000000000666e-01,2.035787327369406707e+00,1.000657092696455308e+00,2.418267512901141683e-02,9.968192648263151101e-01,1.989453161186548025e+00,4.919426715455802293e-06,2.954044304265928123e+00,4.952290437891201158e+00,1.387982557372982421e-02,5.864776886744235362e+00,1.000062336237051541e+00,9.851418630384924935e-01,9.878890914816207403e-01,7.016721495465586544e-01,9.941069118096613755e-01,9.998927174376016636e-01,9.999988808372410887e-01,1.723913325028159638e-01,1.213452754307456695e-05,1.079306167815262230e+00,1.010235197973722077e+00,1.281815281542736429e+01,9.975079414832587199e-01,1.986047066615369117e+00,9.872610683972021794e-01
8.000000000000000444e-01,2.040794674715673107e+00,1.000750382757536583e+00,2.684537522701630277e-02,9.963655742524509806e-01,1.987939032452030741e+00,6.427186958285185378e-06,2.947575113274230052e+00,4.945570058352392273e+00,1.584068040143356629e-02,5.848597789259269319e+00,1.000069999082217498e+00,9.836494754039106780e-01,9.862767367873358504e-01,6.670448304996023925e-01,9.932531741848639184e-01,9.999400147870940447e-01,9.999985379457461132e-01,1.923970597494058521e-01,1.582381690035467378e-05,1.088485610087975397e+00,1.011676298780321615e+00,1.279679313168468724e+01,9.975157903769191758e-01,1.984061466659411410e+00,9.854751919228085244e-01
9.000000000000000222e-01,2.045775387487084096e+00,1.000843490056675167e+00,2.933952382848333332e-02,9.959118659682465458e-01,1.986422741374082479e+00,8.136239649131632586e-06,2.941129127845170999e+00,4.938872318610451728e+00,1.779674885624656089e-02,5.833088489325537473e+00,1.000077142751328196e+00,9.822924992923505183e-01,9.846888642588788043e-01,6.341284929454509278e-01,9.923960025791560557e-01,9.999999263966169449e-01,9.999979364719036035e-01,2.114134801762691529e-01,1.999432292451377787e-05,1.097205295548628223e+00,1.013112421595695034e+00,1.277641886011812211e+01,9.976001229618675081e-01,1.982077434440940644e+00,9.836975204332234490e-01
