0.000000000000000000e+00,2.191698930137755616e-02,1.409138785367844947e-02,1.655174716617022201e-02
1.000000000000000000e+00,1.020176020659052107e-01,7.497649936004154025e-02,8.416181372731904031e-02
2.000000000000000000e+00,2.136278945260727535e-01,1.793829033640859105e-01,1.922076719872989614e-01
3.000000000000000000e+00,2.650165325889095591e-01,2.541393560128631379e-01,2.596268433555145028e-01
4.000000000000000000e+00,2.156915239339750046e-01,2.361094690752638670e-01,2.297001026432075044e-01
5.000000000000000000e+00,1.203405624363689252e-01,1.503073814816266451e-01,1.390839489258511863e-01
6.000000000000000000e+00,4.661267439860838913e-02,6.639989285453817836e-02,5.837006880982394119e-02
7.000000000000000000e+00,1.237697683439575522e-02,2.009928706377227259e-02,1.676510956918476208e-02
8.000000000000000000e+00,2.156103792847961255e-03,3.989759322226735586e-03,3.153933556642320168e-03
9.000000000000000000e+00,2.225132973042209849e-04,4.689786092307478759e-04,3.509270518726338023e-04
1.000000000000000000e+01,1.033069433566717093e-05,2.478887277350411353e-05,1.753707721590988980e-05
